Match,,,,,
2024-04-18,Player,G,A,OG,Denar
Zeleni,JakaD,IIII,III,,
,Andraz,IIIIII,I,,
,MatevzK,I,IIII,,
,,,,,
,,,,,
,,,,,
,,,,,
Rdeci,Gap,I,III,I,
,Jerry,II,II,,30
,MihaMJ,IIII,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
