Match,,,,,
2024-05-09,Player,G,A,OG,Denar
Zeleni,MatevzK,IIII,II,,10
,Jerry,I,I,,
,Becho,I,,,
,MihaMJ,I,I,I,4
,,,,,
,,,,,
,,,,,
Rdeci,Gap,I,IIII,,
,FJ,,,,2
,Evgen,IIIIII,,,2
,Johnny,IIIII,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
