Match,,,,,
2025-04-23,Player,G,A,OG,Denar
Zeleni,Gap,IIIIII,,,
,Nai,II,I,,
,Zan,,III,,
,,,,,
,,,,,
,,,,,
,,,,,
Rdeci,Tim,IIIII,I,,
,JakaD,II,IIII,I,
,Zak,III,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
