Match,,,,,
2024-12-12,Player,G,A,OG,Denar
Zeleni,Gap,I,I,,
,Tilen,II,II,,
,Maks,II,I,,
,Marko,III,II,,
,Danijel,,I,,
,,,,,
,,,,,
Rdeci,Bechon,I,,,
,MatevzK,,,,
,Jan,,,,
,Jerry,,,,
,Kadunc,II,I,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
