Match,,,,,
2024-10-10,Player,G,A,OG,Denar
Zeleni,JakaD,,,,
,Strumbl,,,,
,Becho,,I,I,
,MatevzK,,,,
,Sokler,I,,,
,Zak,,,,
,Tilen,,,,
Rdeci,Gap,I,,,
,Jerak,,,,
,Plut,,,,
,Skufca,,,,
,Andraz,,,,
,Jan,,,,
,Jerry,,I,,10
,,,,,
,,,,,
,,,,,
*,,,,,
