Match,,,,,
2024-03-14,Player,G,A,OG,Denar
Zeleni,Gap,I,I,,
,Gal,III,,,
,Sokler,,II,,
,Maks,II,,,
,,,,,
,,,,,
,,,,,
Rdeci,Jerry,I,,,
,Zan,,,,
,Zak,,,,
,JakaD,,I,I,
,Johnny,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
