Match,,,,,
2024-05-08,Player,G,A,OG,Denar
Zeleni,Maks,II,,,
,Jerak,II,II,,
,Zak,I,I,,
,JanK,III,I,,
,,,,,
,,,,,
,,,,,
Rdeci,TimP,II,,,
,Plut,,,,
,Tilen,I,II,,
,Becho,II,I,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
