Match,,,,,
2024-11-21,Player,G,A,OG,Denar
Zeleni,MatevzK,,,,
,Becho,,,,
,Jan,I,,,
,Strumbl,,,,
,Maks,Il,,,
,Marko,,l,,
,JakaD,,,,
Rdeci,Gap,,,,
,Kadunc,lI,,,
,Danijel,,,,
,Andraz,,,,
,Sokler,,,,
,Tilen,,l,,
,Zak,l,,,
,,,,,
,,,,,
,,,,,
*,,,,,
