Match,,,,,
2024-09-19,Player,G,A,OG,Denar
Zeleni,Jan,,,,
,Gap,I,,,
,Zak,,,I,
,Crt,,,,
,Dunke,I,I,,
,,,,,
,,,,,
Rdeci,JakaD,,,I,
,Strumbl,I,I,,
,Ziga,,,,
,Johnny,,,,
,Becho,I,I,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
