Match,,,,,
2023-11-09,Player,G,A,OG,Denar
Zeleni,Andraz,II,,,
,LukaS,,I,,
,Jerak,I,,,
,Gal,IIII,,,4
,,,,,
,,,,,
,,,,,
Rdeci,Becho,I,I,,
,Gap,II,,,
,Strumbl,I,I,,
,Dezelak,I,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
*,,,,,
